,filename,1,2,3,4,5,mean
76,CF168.jpg,1,10,44,4,1,2.9
77,CF169.jpg,3,16,40,1,0,2.65
78,CF17.jpg,0,1,15,30,14,3.95
79,CF170.jpg,6,30,24,0,0,2.3
80,CF171.jpg,3,27,30,0,0,2.45
81,CF172.jpg,0,5,41,11,3,3.2
82,CF173.jpg,1,22,36,0,1,2.6333333333333333
83,CF174.jpg,0,6,45,9,0,3.05
84,CF175.jpg,2,17,38,3,0,2.7
85,CF176.jpg,2,14,42,2,0,2.7333333333333334
86,CF177.jpg,0,9,49,2,0,2.8833333333333333
87,CF178.jpg,1,14,44,1,0,2.75
88,CF179.jpg,3,23,34,0,0,2.5166666666666666
89,CF18.jpg,0,0,4,29,27,4.383333333333334
90,CF180.jpg,0,7,29,22,2,3.316666666666667
91,CF181.jpg,1,17,36,6,0,2.783333333333333
92,CF182.jpg,2,17,40,1,0,2.6666666666666665
93,CF183.jpg,1,15,36,8,0,2.85
94,CF184.jpg,4,15,36,5,0,2.7
95,CF185.jpg,1,18,35,6,0,2.7666666666666666
96,CF186.jpg,8,20,32,0,0,2.4
97,CF187.jpg,8,26,26,0,0,2.3
98,CF188.jpg,1,11,37,11,0,2.966666666666667
99,CF189.jpg,2,8,33,15,2,3.1166666666666667
100,CF19.jpg,0,1,13,35,11,3.933333333333333
101,CF190.jpg,5,25,30,0,0,2.4166666666666665
102,CF191.jpg,8,29,23,0,0,2.25
103,CF192.jpg,0,17,26,14,3,3.05
104,CF193.jpg,1,0,24,26,9,3.7
105,CF194.jpg,2,15,39,4,0,2.75
106,CF195.jpg,1,17,39,3,0,2.7333333333333334
107,CF196.jpg,3,19,36,2,0,2.6166666666666667
108,CF197.jpg,2,12,45,1,0,2.75
109,CF198.jpg,7,25,28,0,0,2.35
110,CF199.jpg,4,22,33,1,0,2.5166666666666666
111,CF2.jpg,0,4,10,32,14,3.933333333333333
112,CF20.jpg,1,4,29,25,1,3.35
113,CF200.jpg,4,17,37,2,0,2.6166666666666667
114,CF201.jpg,1,6,46,6,1,3.0
115,CF202.jpg,3,15,37,5,0,2.7333333333333334
116,CF203.jpg,13,33,14,0,0,2.0166666666666666
117,CF204.jpg,1,4,40,15,0,3.15
118,CF205.jpg,4,22,33,1,0,2.5166666666666666
119,CF206.jpg,11,30,19,0,0,2.1333333333333333
120,CF207.jpg,5,30,25,0,0,2.3333333333333335
121,CF208.jpg,4,20,32,3,1,2.6166666666666667
122,CF209.jpg,0,10,39,9,2,3.05
123,CF21.jpg,0,0,8,29,23,4.25
124,CF210.jpg,1,16,38,4,1,2.8
125,CF211.jpg,3,29,28,0,0,2.4166666666666665
126,CF212.jpg,4,30,24,2,0,2.4
127,CF213.jpg,0,13,44,3,0,2.8333333333333335
128,CF214.jpg,7,22,31,0,0,2.4
129,CF215.jpg,1,7,42,9,1,3.033333333333333
130,CF216.jpg,2,21,36,1,0,2.6
131,CF217.jpg,0,6,11,33,10,3.783333333333333
132,CF218.jpg,0,13,38,8,1,2.95
133,CF219.jpg,10,31,19,0,0,2.15
134,CF22.jpg,0,1,23,31,5,3.6666666666666665
135,CF220.jpg,0,5,43,12,0,3.1166666666666667
136,CF221.jpg,3,20,34,3,0,2.6166666666666667
137,CF222.jpg,2,16,36,6,0,2.7666666666666666
138,CF223.jpg,5,23,30,2,0,2.4833333333333334
139,CF224.jpg,0,15,39,5,1,2.8666666666666667
140,CF225.jpg,1,12,39,7,1,2.9166666666666665
141,CF226.jpg,3,16,41,0,0,2.6333333333333333
142,CF227.jpg,2,22,34,2,0,2.6
143,CF228.jpg,2,14,41,3,0,2.75
144,CF229.jpg,1,22,34,2,1,2.6666666666666665
145,CF23.jpg,0,0,12,26,22,4.166666666666667
146,CF230.jpg,1,15,40,4,0,2.783333333333333
147,CF231.jpg,3,15,39,3,0,2.7
148,CF232.jpg,0,3,23,27,7,3.6333333333333333
149,CF233.jpg,1,4,48,5,2,3.05
150,CF234.jpg,4,32,24,0,0,2.3333333333333335
151,CF235.jpg,0,13,40,7,0,2.9
152,CF236.jpg,11,31,18,0,0,2.1166666666666667
153,CF237.jpg,1,5,39,12,3,3.183333333333333
154,CF238.jpg,4,21,34,1,0,2.533333333333333
155,CF239.jpg,1,9,50,0,0,2.816666666666667
156,CF24.jpg,0,0,8,25,27,4.316666666666666
157,CF240.jpg,1,15,36,8,0,2.85
158,CF241.jpg,5,26,29,0,0,2.4
159,CF242.jpg,0,0,2,25,33,4.516666666666667
160,CF243.jpg,0,2,26,30,2,3.533333333333333
161,CF244.jpg,0,0,26,27,7,3.683333333333333
162,CF245.jpg,17,23,19,1,0,2.066666666666667
163,CF246.jpg,1,5,31,21,2,3.3
164,CF247.jpg,4,22,34,0,0,2.5
165,CF248.jpg,2,31,26,1,0,2.433333333333333
166,CF249.jpg,4,13,35,7,1,2.8
167,CF25.jpg,0,2,12,32,14,3.966666666666667
168,CF250.jpg,3,18,39,0,0,2.6
169,CF251.jpg,24,28,8,0,0,1.7333333333333334
170,CF252.jpg,0,0,33,24,3,3.5
171,CF253.jpg,1,11,26,19,3,3.2
172,CF254.jpg,0,10,42,8,0,2.966666666666667
173,CF255.jpg,11,29,20,0,0,2.15
174,CF256.jpg,5,30,25,0,0,2.3333333333333335
175,CF257.jpg,0,7,50,3,0,2.933333333333333
176,CF258.jpg,0,5,42,12,1,3.15
177,CF259.jpg,2,14,33,8,3,2.933333333333333
178,CF26.jpg,0,2,39,18,1,3.3
179,CF260.jpg,1,13,42,4,0,2.816666666666667
180,CF261.jpg,0,9,42,9,0,3.0
181,CF262.jpg,2,10,45,3,0,2.816666666666667
182,CF263.jpg,10,31,19,0,0,2.15
183,CF264.jpg,4,21,34,1,0,2.533333333333333
184,CF265.jpg,5,34,21,0,0,2.2666666666666666
185,CF266.jpg,0,18,33,8,1,2.8666666666666667
186,CF267.jpg,0,16,42,2,0,2.7666666666666666
187,CF268.jpg,0,5,45,9,1,3.1
188,CF269.jpg,0,0,15,29,16,4.016666666666667
189,CF27.jpg,0,0,3,24,33,4.5
190,CF270.jpg,1,4,33,18,4,3.3333333333333335
191,CF271.jpg,4,13,41,2,0,2.683333333333333
192,CF272.jpg,1,9,41,8,1,2.9833333333333334
193,CF273.jpg,3,10,44,3,0,2.783333333333333
194,CF274.jpg,3,19,38,0,0,2.5833333333333335
195,CF275.jpg,2,8,41,8,1,2.966666666666667
196,CF276.jpg,4,17,32,6,1,2.716666666666667
197,CF277.jpg,15,30,14,0,1,2.033333333333333
198,CF278.jpg,2,11,42,5,0,2.8333333333333335
199,CF279.jpg,0,1,17,32,10,3.85
200,CF28.jpg,0,0,7,28,25,4.3
201,CF280.jpg,12,33,15,0,0,2.05
202,CF281.jpg,17,30,13,0,0,1.9333333333333333
203,CF282.jpg,0,8,42,10,0,3.033333333333333
204,CF283.jpg,1,13,42,4,0,2.816666666666667
205,CF284.jpg,0,0,15,33,12,3.95
206,CF285.jpg,1,20,38,1,0,2.65
207,CF286.jpg,2,22,35,1,0,2.5833333333333335
208,CF287.jpg,1,14,40,4,1,2.8333333333333335
209,CF288.jpg,0,7,42,10,1,3.0833333333333335
210,CF289.jpg,0,8,36,14,2,3.1666666666666665
211,CF29.jpg,2,19,39,0,0,2.6166666666666667
212,CF290.jpg,2,18,33,7,0,2.75
213,CF291.jpg,0,7,30,21,2,3.3
214,CF292.jpg,1,28,30,1,0,2.5166666666666666
215,CF293.jpg,0,7,36,16,1,3.183333333333333
216,CF294.jpg,2,20,34,4,0,2.6666666666666665
217,CF295.jpg,0,1,21,27,11,3.8
218,CF296.jpg,0,8,37,12,3,3.1666666666666665
219,CF297.jpg,6,24,28,2,0,2.433333333333333
220,CF298.jpg,1,13,37,7,2,2.933333333333333
221,CF299.jpg,0,2,18,32,8,3.7666666666666666
222,CF3.jpg,0,0,10,23,27,4.283333333333333
223,CF30.jpg,0,2,36,20,2,3.3666666666666667
224,CF300.jpg,7,33,20,0,0,2.216666666666667
225,CF301.jpg,0,1,19,33,7,3.7666666666666666
226,CF302.jpg,2,16,40,2,0,2.7
227,CF303.jpg,2,17,40,1,0,2.6666666666666665
228,CF304.jpg,1,7,42,10,0,3.0166666666666666
229,CF305.jpg,0,0,15,36,9,3.9
230,CF306.jpg,2,19,36,3,0,2.6666666666666665
231,CF307.jpg,1,1,34,19,5,3.433333333333333
232,CF308.jpg,6,22,30,2,0,2.466666666666667
233,CF309.jpg,0,0,11,32,17,4.1
234,CF31.jpg,4,16,37,1,2,2.683333333333333
235,CF310.jpg,2,17,41,0,0,2.65
236,CF311.jpg,5,16,39,0,0,2.566666666666667
237,CF312.jpg,3,17,39,1,0,2.6333333333333333
238,CF313.jpg,10,33,17,0,0,2.1166666666666667
239,CF314.jpg,18,29,13,0,0,1.9166666666666667
240,CF315.jpg,1,12,41,6,0,2.8666666666666667
241,CF316.jpg,1,12,40,6,1,2.9
242,CF317.jpg,0,12,43,4,1,2.9
243,CF318.jpg,5,23,32,0,0,2.45
244,CF319.jpg,1,22,34,3,0,2.65
245,CF32.jpg,17,27,16,0,0,1.9833333333333334
246,CF320.jpg,4,26,29,1,0,2.45
247,CF321.jpg,17,30,13,0,0,1.9333333333333333
248,CF322.jpg,5,24,30,1,0,2.45
249,CF323.jpg,3,19,33,5,0,2.6666666666666665
250,CF324.jpg,7,23,30,0,0,2.3833333333333333
251,CF325.jpg,0,6,44,10,0,3.066666666666667
252,CF326.jpg,0,6,43,9,2,3.1166666666666667
253,CF327.jpg,2,17,37,4,0,2.716666666666667
254,CF328.jpg,1,12,38,9,0,2.9166666666666665
255,CF329.jpg,3,6,45,6,0,2.9
256,CF33.jpg,0,3,32,21,4,3.433333333333333
257,CF330.jpg,4,24,31,1,0,2.4833333333333334
258,CF331.jpg,11,29,20,0,0,2.15
259,CF332.jpg,1,15,42,2,0,2.75
260,CF333.jpg,6,25,28,1,0,2.4
261,CF334.jpg,7,36,17,0,0,2.1666666666666665
262,CF335.jpg,0,1,39,19,1,3.3333333333333335
263,CF336.jpg,1,11,47,1,0,2.8
264,CF337.jpg,2,20,37,1,0,2.6166666666666667
265,CF338.jpg,0,17,39,4,0,2.783333333333333
266,CF339.jpg,0,8,35,14,3,3.2
267,CF34.jpg,0,0,2,30,28,4.433333333333334
268,CF340.jpg,6,28,25,1,0,2.35
269,CF341.jpg,1,6,39,12,2,3.1333333333333333
270,CF342.jpg,0,9,40,10,1,3.05
271,CF343.jpg,0,10,44,6,0,2.933333333333333
272,CF344.jpg,1,7,28,20,4,3.316666666666667
273,CF345.jpg,13,28,19,0,0,2.1
274,CF346.jpg,3,17,35,5,0,2.7
275,CF347.jpg,1,12,34,13,0,2.9833333333333334
276,CF348.jpg,21,33,6,0,0,1.75
277,CF349.jpg,1,9,47,3,0,2.8666666666666667
278,CF35.jpg,1,23,36,0,0,2.5833333333333335
279,CF350.jpg,1,25,34,0,0,2.55
280,CF351.jpg,5,32,23,0,0,2.3
281,CF352.jpg,10,34,16,0,0,2.1
282,CF353.jpg,1,5,40,13,1,3.1333333333333333
283,CF354.jpg,6,21,33,0,0,2.45
284,CF355.jpg,6,32,19,3,0,2.316666666666667
285,CF356.jpg,3,12,39,6,0,2.8
286,CF357.jpg,0,9,41,9,1,3.033333333333333
287,CF358.jpg,1,5,42,12,0,3.0833333333333335
288,CF359.jpg,3,13,39,5,0,2.7666666666666666
289,CF36.jpg,2,9,44,5,0,2.8666666666666667
290,CF360.jpg,8,27,24,1,0,2.3
291,CF361.jpg,1,15,42,2,0,2.75
292,CF362.jpg,0,7,38,14,1,3.15
293,CF363.jpg,0,15,28,15,2,3.066666666666667
294,CF364.jpg,1,12,38,8,1,2.933333333333333
295,CF365.jpg,1,1,22,33,3,3.6
296,CF366.jpg,2,16,39,3,0,2.716666666666667
297,CF367.jpg,1,2,46,9,2,3.15
298,CF368.jpg,2,19,36,2,1,2.683333333333333
299,CF369.jpg,4,19,37,0,0,2.55
300,CF37.jpg,6,19,33,2,0,2.5166666666666666
301,CF370.jpg,0,4,32,23,1,3.35
302,CF371.jpg,2,13,43,2,0,2.75
303,CF372.jpg,0,7,33,18,2,3.25
304,CF373.jpg,4,26,30,0,0,2.433333333333333
305,CF374.jpg,0,3,16,31,10,3.8
306,CF375.jpg,1,28,27,4,0,2.566666666666667
307,CF376.jpg,4,27,27,2,0,2.45
308,CF377.jpg,0,2,43,15,0,3.216666666666667
309,CF378.jpg,7,37,16,0,0,2.15
310,CF379.jpg,0,2,32,20,6,3.5
311,CF38.jpg,0,1,13,24,22,4.116666666666666
312,CF380.jpg,2,17,38,3,0,2.7
313,CF381.jpg,5,24,30,0,1,2.466666666666667
314,CF382.jpg,9,28,23,0,0,2.2333333333333334
315,CF383.jpg,0,8,46,6,0,2.966666666666667
316,CF384.jpg,3,18,35,4,0,2.6666666666666665
317,CF385.jpg,0,2,21,32,5,3.6666666666666665
318,CF386.jpg,2,9,33,15,1,3.066666666666667
319,CF387.jpg,3,28,29,0,0,2.433333333333333
320,CF388.jpg,1,2,32,22,3,3.4
321,CF389.jpg,10,36,14,0,0,2.066666666666667
322,CF39.jpg,4,21,35,0,0,2.5166666666666666
323,CF390.jpg,2,21,36,1,0,2.6
324,CF391.jpg,0,0,30,27,3,3.55
325,CF392.jpg,0,6,40,11,3,3.183333333333333
326,CF393.jpg,2,7,46,5,0,2.9
327,CF394.jpg,1,13,40,6,0,2.85
328,CF395.jpg,0,13,41,6,0,2.8833333333333333
329,CF396.jpg,0,3,31,21,5,3.466666666666667
330,CF397.jpg,1,15,37,6,1,2.85
331,CF398.jpg,0,10,35,11,4,3.15
332,CF399.jpg,0,11,36,12,1,3.05
333,CF4.jpg,0,0,15,26,19,4.066666666666666
334,CF40.jpg,1,6,27,21,5,3.3833333333333333
335,CF400.jpg,0,5,44,11,0,3.1
336,CF401.jpg,4,12,43,1,0,2.683333333333333
337,CF402.jpg,9,27,23,1,0,2.2666666666666666
338,CF403.jpg,7,32,21,0,0,2.2333333333333334
339,CF404.jpg,9,29,21,1,0,2.2333333333333334
340,CF405.jpg,0,4,33,19,4,3.3833333333333333
341,CF406.jpg,4,25,31,0,0,2.45
342,CF407.jpg,3,17,40,0,0,2.6166666666666667
343,CF408.jpg,1,6,41,10,2,3.1
344,CF409.jpg,2,16,36,6,0,2.7666666666666666
345,CF41.jpg,13,23,24,0,0,2.183333333333333
346,CF410.jpg,0,14,44,2,0,2.8
347,CF411.jpg,0,0,18,27,15,3.95
348,CF412.jpg,8,34,17,1,0,2.183333333333333
349,CF413.jpg,3,15,36,6,0,2.75
350,CF414.jpg,8,24,28,0,0,2.3333333333333335
351,CF415.jpg,4,15,37,4,0,2.683333333333333
352,CF416.jpg,5,25,30,0,0,2.4166666666666665
353,CF417.jpg,3,21,34,2,0,2.5833333333333335
354,CF418.jpg,2,22,35,1,0,2.5833333333333335
355,CF419.jpg,8,24,27,1,0,2.35
356,CF42.jpg,0,4,37,14,5,3.3333333333333335
357,CF420.jpg,0,0,25,28,7,3.7
358,CF421.jpg,0,6,38,15,1,3.183333333333333
359,CF422.jpg,3,25,30,2,0,2.5166666666666666
360,CF423.jpg,1,1,15,33,10,3.8333333333333335
361,CF424.jpg,0,8,36,15,1,3.15
362,CF425.jpg,3,17,38,1,1,2.6666666666666665
363,CF426.jpg,1,10,41,8,0,2.933333333333333
364,CF427.jpg,3,19,28,10,0,2.75
365,CF428.jpg,4,18,38,0,0,2.566666666666667
366,CF429.jpg,1,17,40,2,0,2.716666666666667
367,CF43.jpg,9,25,26,0,0,2.283333333333333
368,CF430.jpg,5,33,21,1,0,2.3
369,CF431.jpg,2,8,48,2,0,2.8333333333333335
370,CF432.jpg,14,22,24,0,0,2.1666666666666665
371,CF433.jpg,10,27,22,1,0,2.2333333333333334
372,CF434.jpg,0,7,47,6,0,2.9833333333333334
373,CF435.jpg,0,14,42,4,0,2.8333333333333335
374,CF436.jpg,0,8,37,12,3,3.1666666666666665
375,CF437.jpg,2,5,51,2,0,2.8833333333333333
376,CF438.jpg,8,31,21,0,0,2.216666666666667
377,CF439.jpg,3,15,40,2,0,2.683333333333333
378,CF44.jpg,2,19,38,1,0,2.6333333333333333
379,CF440.jpg,1,7,37,14,1,3.1166666666666667
380,CF441.jpg,5,21,30,4,0,2.55
381,CF442.jpg,6,16,37,1,0,2.55
382,CF443.jpg,5,31,24,0,0,2.316666666666667
383,CF444.jpg,5,34,21,0,0,2.2666666666666666
384,CF445.jpg,1,9,43,6,1,2.95
385,CF446.jpg,6,29,24,1,0,2.3333333333333335
386,CF447.jpg,2,10,36,10,2,3.0
387,CF448.jpg,0,3,39,14,4,3.316666666666667
388,CF449.jpg,2,21,36,1,0,2.6
389,CF45.jpg,4,19,34,3,0,2.6
390,CF450.jpg,0,10,40,10,0,3.0
391,CF451.jpg,0,14,42,4,0,2.8333333333333335
392,CF452.jpg,0,10,39,11,0,3.0166666666666666
393,CF453.jpg,6,32,22,0,0,2.2666666666666666
394,CF454.jpg,4,29,27,0,0,2.3833333333333333
395,CF455.jpg,0,0,13,33,14,4.016666666666667
396,CF456.jpg,0,0,27,26,7,3.6666666666666665
397,CF457.jpg,4,19,36,1,0,2.566666666666667
398,CF458.jpg,4,15,39,1,1,2.6666666666666665
399,CF459.jpg,4,15,41,0,0,2.6166666666666667
400,CF46.jpg,4,24,31,1,0,2.4833333333333334
401,CF460.jpg,2,24,33,1,0,2.55
402,CF461.jpg,1,20,36,2,1,2.7
403,CF462.jpg,4,27,29,0,0,2.4166666666666665
404,CF463.jpg,3,17,38,2,0,2.65
405,CF464.jpg,11,31,18,0,0,2.1166666666666667
406,CF465.jpg,1,5,52,2,0,2.9166666666666665
407,CF466.jpg,2,15,38,5,0,2.7666666666666666
408,CF467.jpg,2,11,38,8,1,2.9166666666666665
409,CF468.jpg,0,21,39,0,0,2.65
410,CF469.jpg,7,30,23,0,0,2.2666666666666666
411,CF47.jpg,1,13,36,9,1,2.933333333333333
412,CF470.jpg,0,2,19,31,8,3.75
413,CF471.jpg,3,19,33,4,1,2.683333333333333
414,CF472.jpg,2,25,33,0,0,2.5166666666666666
415,CF473.jpg,1,6,40,12,1,3.1
416,CF474.jpg,8,35,17,0,0,2.15
417,CF475.jpg,0,6,29,19,6,3.4166666666666665
418,CF476.jpg,0,15,40,5,0,2.8333333333333335
419,CF477.jpg,22,24,14,0,0,1.8666666666666667
420,CF478.jpg,8,16,33,3,0,2.5166666666666666
421,CF479.jpg,3,15,39,3,0,2.7
422,CF48.jpg,4,13,38,4,1,2.75
423,CF480.jpg,0,1,26,27,6,3.6333333333333333
424,CF481.jpg,4,27,29,0,0,2.4166666666666665
425,CF482.jpg,2,10,47,1,0,2.783333333333333
426,CF483.jpg,0,1,12,35,12,3.966666666666667
427,CF484.jpg,1,12,40,6,1,2.9
428,CF485.jpg,1,18,41,0,0,2.6666666666666665
429,CF486.jpg,3,17,39,1,0,2.6333333333333333
430,CF487.jpg,7,38,15,0,0,2.1333333333333333
431,CF488.jpg,2,7,47,3,1,2.9
432,CF489.jpg,1,20,37,2,0,2.6666666666666665
433,CF49.jpg,0,0,14,28,18,4.066666666666666
434,CF490.jpg,1,15,39,5,0,2.8
435,CF491.jpg,10,34,15,1,0,2.1166666666666667
436,CF492.jpg,8,26,26,0,0,2.3
437,CF493.jpg,1,17,39,3,0,2.7333333333333334
438,CF494.jpg,11,27,22,0,0,2.183333333333333
439,CF495.jpg,0,13,38,9,0,2.933333333333333
440,CF496.jpg,24,23,12,0,1,1.85
441,CF497.jpg,0,13,42,4,1,2.8833333333333333
442,CF498.jpg,1,17,41,1,0,2.7
443,CF499.jpg,6,26,28,0,0,2.3666666666666667
444,CF5.jpg,1,0,17,29,13,3.8833333333333333
445,CF50.jpg,0,0,3,27,30,4.45
446,CF500.jpg,2,13,43,2,0,2.75
447,CF501.jpg,6,22,31,1,0,2.45
448,CF502.jpg,2,11,43,4,0,2.816666666666667
449,CF503.jpg,1,16,39,4,0,2.7666666666666666
450,CF504.jpg,2,27,31,0,0,2.4833333333333334
451,CF505.jpg,1,8,31,18,2,3.2
452,CF506.jpg,1,8,36,15,0,3.0833333333333335
453,CF507.jpg,0,20,35,5,0,2.75
454,CF508.jpg,3,17,37,3,0,2.6666666666666665
455,CF509.jpg,3,12,45,0,0,2.7
456,CF51.jpg,5,21,34,0,0,2.4833333333333334
457,CF510.jpg,0,1,26,27,6,3.6333333333333333
458,CF511.jpg,14,29,17,0,0,2.05
459,CF512.jpg,1,20,31,8,0,2.7666666666666666
460,CF513.jpg,6,32,22,0,0,2.2666666666666666
461,CF514.jpg,10,23,27,0,0,2.283333333333333
462,CF515.jpg,10,29,21,0,0,2.183333333333333
463,CF516.jpg,0,3,32,22,3,3.4166666666666665
464,CF517.jpg,16,34,9,1,0,1.9166666666666667
465,CF518.jpg,4,27,29,0,0,2.4166666666666665
466,CF519.jpg,3,18,37,2,0,2.6333333333333333
467,CF52.jpg,7,15,38,0,0,2.5166666666666666
468,CF520.jpg,0,2,33,24,1,3.4
469,CF521.jpg,7,30,23,0,0,2.2666666666666666
470,CF522.jpg,1,14,35,10,0,2.9
471,CF523.jpg,5,30,24,1,0,2.35
472,CF524.jpg,1,21,37,1,0,2.6333333333333333
473,CF525.jpg,13,28,17,2,0,2.1333333333333333
474,CF526.jpg,0,8,35,16,1,3.1666666666666665
475,CF527.jpg,2,15,39,4,0,2.75
476,CF528.jpg,6,15,35,4,0,2.6166666666666667
477,CF529.jpg,2,7,44,7,0,2.933333333333333
478,CF53.jpg,14,25,21,0,0,2.1166666666666667
479,CF530.jpg,1,14,43,2,0,2.7666666666666666
480,CF531.jpg,1,18,38,3,0,2.716666666666667
481,CF532.jpg,0,6,46,8,0,3.033333333333333
482,CF533.jpg,5,20,34,1,0,2.5166666666666666
483,CF534.jpg,1,14,45,0,0,2.7333333333333334
484,CF535.jpg,1,9,32,16,2,3.15
485,CF536.jpg,0,0,25,26,9,3.7333333333333334
486,CF537.jpg,0,2,33,22,3,3.433333333333333
487,CF538.jpg,1,24,34,1,0,2.5833333333333335
488,CF539.jpg,1,17,38,2,2,2.783333333333333
489,CF54.jpg,2,30,27,1,0,2.45
490,CF540.jpg,0,2,30,21,7,3.55
491,CF541.jpg,0,1,23,29,7,3.7
492,CF542.jpg,3,6,45,6,0,2.9
493,CF543.jpg,3,13,43,1,0,2.7
494,CF544.jpg,0,3,27,22,8,3.5833333333333335
495,CF545.jpg,0,2,16,32,10,3.8333333333333335
496,CF546.jpg,0,1,30,21,8,3.6
497,CF547.jpg,0,0,29,27,4,3.5833333333333335
498,CF548.jpg,0,0,4,27,29,4.416666666666667
499,CF549.jpg,0,0,3,29,28,4.416666666666667
500,CF55.jpg,0,5,21,28,6,3.5833333333333335
501,CF550.jpg,0,0,34,23,3,3.4833333333333334
502,CF551.jpg,0,0,2,29,29,4.45
503,CF552.jpg,0,0,6,30,24,4.3
504,CF553.jpg,0,0,17,31,12,3.9166666666666665
505,CF554.jpg,0,1,9,31,19,4.133333333333334
506,CF555.jpg,0,0,13,28,19,4.1
507,CF556.jpg,0,0,2,22,36,4.566666666666666
508,CF557.jpg,0,6,23,26,5,3.5
509,CF558.jpg,0,1,16,35,8,3.8333333333333335
510,CF559.jpg,0,3,22,32,3,3.5833333333333335
511,CF56.jpg,6,25,29,0,0,2.3833333333333333
512,CF560.jpg,0,7,31,20,2,3.283333333333333
513,CF561.jpg,0,0,11,33,16,4.083333333333333
514,CF562.jpg,0,2,8,38,12,4.0
515,CF563.jpg,0,0,10,31,19,4.15
516,CF564.jpg,0,1,15,35,9,3.8666666666666667
517,CF565.jpg,0,3,29,21,7,3.533333333333333
518,CF566.jpg,0,0,2,30,28,4.433333333333334
