,filename,1,2,3,4,5,6,7,8,9,10,mean
148,monk-186094_1920.jpg,6,6,8,6,3,3,3,3,0,0,3.7041664
149,siavosh-hosseini-XIDBMAAHGpQ-unsplash.jpg,4,2,8,1,4,4,2,1,0,0,3.9230769
150,hamburg-1399966_1920.jpg,3,5,3,2,4,2,3,4,0,0,4.423077
151,david-rotimi-6hGIMs-TOYU-unsplash.jpg,4,2,3,3,2,3,1,1,0,0,3.7894738
152,shoaeb-hameed-kEfO2edX4Gg-unsplash.jpg,3,0,5,4,3,2,1,0,0,0,3.7777777
153,daniil-kuzelev-AkGd_YB6Q2c-unsplash.jpg,3,3,2,2,4,3,1,0,0,0,3.7777777
154,matthijs-van-dis-zdhgC39sT9w-unsplash.jpg,2,1,1,1,3,2,0,0,0,0,3.8
155,ashkan-forouzani-dz0C0Zv5QvM-unsplash.jpg,6,4,4,3,5,1,3,1,0,0,3.6155913
156,lex-faure-u4yvBG2wU30-unsplash.jpg,11,2,8,1,3,3,5,1,0,0,3.447619
157,angry-boy-3740043_1920.jpg,4,3,11,7,3,8,0,2,0,0,3.9458332
158,national-cancer-institute-NNpo-liY5aU-unsplash.jpg,2,2,1,3,2,1,0,0,0,0,3.3636363
159,jassir-jonis-dS6a-NAqbII-unsplash.jpg,2,3,1,2,1,0,2,1,0,0,3.8333333
160,aryo-lahap-ZVc4Zg4TY8s-unsplash.jpg,5,2,1,5,4,2,0,1,0,0,3.6
161,joshua-rodriguez-3H4PToAVncA-unsplash.jpg,6,2,1,1,2,3,3,0,0,0,3.6666667
162,man-4345079_1920.jpg,3,6,5,6,8,9,4,1,2,0,4.5185184
163,man-2326484_1920.jpg,4,9,7,4,6,8,3,1,0,0,3.9222221
164,mubarak-show-Ve7xjKImd28-unsplash.jpg,4,4,9,5,10,5,1,2,0,0,4.134146
165,outdoors-3462520_1920.jpg,1,1,1,2,3,1,0,0,0,0,3.8888888
166,woman-2578533_1920.jpg,2,0,1,3,2,0,0,1,0,0,3.8888888
167,woman-4552028_1920.jpg,5,2,8,2,5,3,4,0,0,0,3.862069
168,black-2178681_1920.jpg,6,4,9,9,10,4,3,0,0,0,3.826241
169,brian-lundquist-oqfSpGiS42w-unsplash.jpg,6,5,7,5,3,3,3,2,0,0,3.7453706
170,md-duran-msnDjv5cC_U-unsplash.jpg,5,7,6,7,6,0,2,2,0,0,3.5450447
171,woman-3123557_1920.jpg,4,1,7,4,4,3,2,1,0,0,4.0925927
172,man-355612_1920.jpg,8,3,8,7,4,4,2,1,0,0,3.5657895
173,male-4444163_1920.jpg,1,3,4,0,2,2,1,0,0,0,4.0666666
174,boy-3028416_1920.jpg,4,3,6,6,6,6,4,3,0,0,4.597561
175,portrait-2501866_1920.jpg,8,8,7,5,5,7,3,2,0,0,3.7482266
176,documentary-2695341_1920.jpg,2,4,3,3,2,5,1,0,0,0,3.9
177,man-4539035_1920.jpg,4,7,4,2,10,9,7,3,0,0,4.691489
178,ashkan-forouzani-dz0C0Zv5QvM-unsplash(1).jpg,7,1,11,6,6,2,0,1,0,0,3.5
179,christina-wocintechchat-com-1Kf3jFemsPk-unsplash.jpg,2,4,7,5,3,5,0,1,0,0,3.851852
180,model-633771_1920.jpg,4,5,5,10,5,5,5,4,1,0,4.5212765
181,portrait-2244177_1280.jpg,8,2,8,4,2,2,9,4,3,1,4.8
182,jonathan-farber-QaAZ82Kspck-unsplash.jpg,8,3,6,6,6,3,5,3,1,0,4.325758
183,confused-2681507_1920.jpg,3,3,5,5,4,3,3,1,0,0,4.125
185,imansyah-muhamad-putera-Ob19pmoYWkI-unsplash.jpg,2,1,1,2,2,2,0,0,0,0,3.7
186,pexels-the-baljinder-4089881.jpg,2,1,1,1,1,1,2,0,0,0,4.0
187,sylvester-dsouza-LAprsXXH-Nc-unsplash.jpg,3,6,2,1,1,3,2,1,0,0,3.6842105
188,emir-taner-bTe1h3b8Ncc-unsplash.jpg,2,1,0,2,1,2,1,0,0,0,4.0
190,woman-5267153_1920.jpg,0,2,2,2,0,0,0,1,1,0,4.375
191,pexels-c-technical-6612112.jpg,1,2,1,1,0,1,2,0,0,0,4.0
192,pexels-dids-5675452.jpg,4,0,0,2,0,0,1,1,1,0,4.0
193,hichem-dahmani-8VitrkP2-mw-unsplash.jpg,1,2,0,2,2,1,1,1,0,0,4.4
195,male-4572748_1920.jpg,5,6,7,6,7,5,8,2,0,0,4.37234
196,portrait-3058726_1920.jpg,3,6,4,3,4,4,4,1,0,0,4.1034484
197,david-todd-mccarty-NXlQ2PnzMGg-unsplash.jpg,1,6,6,6,12,6,2,0,0,0,4.216666
198,man-2933801_1920.jpg,5,6,7,3,10,6,5,3,0,0,4.3369565
199,india-4869731_1920.jpg,2,3,8,3,6,3,1,2,0,0,4.107143
200,xu-duo-gobC9sSIXc4-unsplash.jpg,4,4,5,8,7,12,1,1,0,0,4.4128785
201,eric-joseph-GMCsqQHOW0A-unsplash.jpg,2,7,5,5,8,9,3,2,1,0,4.476744
202,jake-nebov-aFNzgYOM560-unsplash.jpg,6,7,4,6,7,4,3,0,0,0,3.6756756
203,arabs-618749_1920.jpg,2,4,3,3,2,2,3,0,0,0,3.8947368
204,113.jpg,3,5,8,6,4,2,1,1,0,0,3.688172
205,liam-martens-W3ANdzEvdZE-unsplash.jpg,2,12,3,9,9,3,6,2,0,0,4.173913
206,people-3309614_1920.jpg,4,7,8,4,1,4,2,5,2,0,4.4620156
207,samuel-aboh-NGVBWmvmSHI-unsplash.jpg,4,10,5,5,6,2,5,4,0,0,4.056818
208,ashkan-forouzani-HF-pfqi3Cxk-unsplash.jpg,6,7,6,2,6,2,6,0,0,0,3.7142856
209,rabbi-3485884_1920.jpg,4,10,5,3,11,8,4,3,1,0,4.4313726
210,models-2158971_1920.jpg,2,3,7,4,3,7,1,0,0,0,4.037037
211,ashkan-forouzani-YzsFkMBMhoQ-unsplash.jpg,7,7,5,3,3,2,1,2,1,0,3.4765625
212,jessica-felicio-YEbFUPYfUlo-unsplash.jpg,3,4,4,3,7,4,3,0,0,0,4.107143
213,humphrey-muleba-72QxUqXuXz8-unsplash.jpg,5,4,7,9,8,6,4,0,0,0,4.0795455
214,winter-1520232_1920.jpg,2,2,5,9,2,2,0,3,0,0,4.12
215,hesam-jr-TAGFNCnw7f4-unsplash.jpg,3,1,10,4,4,1,4,0,0,0,3.8888888
216,brunette-2478405_1920.jpg,2,2,5,5,5,5,3,0,0,0,4.3333335
217,jaikishan-patel-DSyyWrVjBNA-unsplash.jpg,4,1,2,5,3,4,1,1,0,0,4.095238
218,ashkan-forouzani-bS1z7PKjDEc-unsplash.jpg,7,4,5,2,6,5,3,3,0,0,3.9868422
219,ali-yahya-22S6KHZoE8Q-unsplash.jpg,7,3,4,5,7,4,3,0,0,0,3.842593
220,muhammad-faiz-zulkeflee-BuxUWCobuGA-unsplash.jpg,2,5,8,7,11,7,2,2,0,0,4.4130435
221,children-82272_1920.jpg,3,1,0,1,2,0,0,1,0,1,4.111111
222,man-1129953_1920.jpg,2,1,0,2,2,0,1,1,0,0,4.111111
223,pexels-ibadat-singh-2955247.jpg,2,1,1,0,1,3,1,0,0,0,4.111111
226,pexels-kyle-woods-4022812.jpg,1,1,3,0,1,1,0,1,0,0,3.875
228,portrait-3059314_1920.jpg,6,4,3,6,10,2,5,2,0,0,4.228049
229,jonas-kakaroto-KIPqvvTOC1s-unsplash.jpg,0,5,3,5,7,10,6,3,1,0,5.3293653
230,rahadiansyah-3RQEJUpu-Dc-unsplash.jpg,2,2,0,6,4,2,1,0,0,0,4.25
231,tradition-60791_1920.jpg,2,3,4,2,2,3,2,0,0,0,3.9736843
232,clarke-sanders-e_W1qouapG8-unsplash.jpg,2,3,3,5,5,2,3,0,0,0,4.086667
233,joker-5485787_1920.jpg,11,3,5,3,6,3,5,3,0,0,3.871795
234,portrait-2552312_1920.jpg,2,5,7,5,11,6,3,4,0,0,4.625
235,marie-michele-bouchard-bEZQWH49daU-unsplash.jpg,3,8,5,6,3,7,7,3,2,0,4.735507
236,man-537136_1920.jpg,7,3,3,8,9,5,5,0,2,3,4.7065215
237,black-man-4699505_1920.jpg,3,3,11,7,10,1,3,4,0,0,4.2906976
238,freckles-2411973_1920.jpg,4,2,4,2,1,3,2,1,1,0,4.1
239,christian-lunde-v-dd__G7g7k-unsplash.jpg,4,4,7,4,8,6,7,3,0,0,4.560606
240,mohammad-metri-r8J8AfoHPz4-unsplash.jpg,6,3,5,5,5,3,4,2,1,0,4.1842103
241,model-483918_1920.jpg,4,4,3,1,4,4,1,4,2,0,4.6666665
242,woman-3105856_1920.jpg,5,0,4,10,2,6,1,0,0,0,3.9285715
243,juno-jo-eIxDn1OVJT8-unsplash.jpg,3,6,2,4,4,2,3,2,1,0,4.259259
244,logan-weaver-X1wFriUtQIE-unsplash.jpg,2,1,5,4,3,3,3,0,0,0,4.2575755
245,face-3737238_1920.jpg,2,3,1,3,1,4,0,0,0,0,3.888889
246,jay-mullings-DXlXiFDNPRs-unsplash.jpg,1,2,0,4,2,2,1,0,0,0,4.1666665
247,jasper-garratt-jJjUdYDga7o-unsplash.jpg,3,3,7,11,6,4,5,3,1,0,4.5740743
248,man-379677_1920.jpg,6,4,4,3,8,3,2,3,0,0,4.0450454
249,luke-braswell-8s5brjtO4_M-unsplash.jpg,1,3,4,3,2,3,1,0,0,0,3.8703706
250,artemy-pyankov-rshCkwcpZXw-unsplash.jpg,5,5,4,7,7,3,3,2,0,0,3.9593499
251,model-3827058_1920.jpg,5,3,9,8,8,4,6,2,0,0,4.266667
252,teeth-977208_1920.jpg,5,4,4,7,7,7,7,2,0,0,4.5148144
253,jose-pedro-ortiz-uwaVLojaY7w-unsplash.jpg,3,4,4,5,3,5,4,0,0,0,4.142857
254,portrait-4980389_1920.jpg,4,5,6,6,6,7,6,3,0,0,4.5116277
255,smiling-businessman-4455090_1920.jpg,4,4,6,7,6,11,5,1,0,0,4.5
256,man-4752273_1920.jpg,5,7,6,3,15,5,5,4,0,0,4.4615383
257,dollar-gill-X0iNZ0UZIrI-unsplash.jpg,2,5,5,4,6,5,3,4,1,0,4.8119655
259,pexels-arvind-shakya-796557.jpg,1,1,3,0,2,0,1,0,1,0,4.2222223
260,pexels-mwabonje-2096476.jpg,1,3,0,0,1,2,2,0,0,0,4.2222223
261,christian-senan-BN2VEGCf140-unsplash.jpg,2,1,0,1,0,2,1,1,0,0,4.375
262,christian-senan-KW4JsQp8zGU-unsplash.jpg,1,2,1,0,0,1,3,0,0,0,4.375
263,farhan-faras-Pu_87ZZO6Yg-unsplash.jpg,2,1,1,1,1,1,0,2,0,0,4.2222223
264,pexels-alex-green-5699771.jpg,0,2,2,0,1,2,0,0,0,0,3.857143
266,harps-joseph-tAvpDE7fXgY-unsplash.jpg,3,8,3,9,8,10,3,2,0,0,4.3758864
267,girl-444688_1920.jpg,0,4,7,3,4,3,1,4,0,0,4.5384617
268,nikolay-vybornov-lC6f79utuKM-unsplash.jpg,1,8,9,5,7,5,6,1,0,0,4.2727275
269,girl-4656172_1920.jpg,1,4,7,0,9,4,3,0,0,0,4.285714
270,head-shots-1544781_1920.jpg,5,7,7,3,7,1,7,3,1,0,4.25
271,mehmet-turgut-kirkgoz-2rVzuyCowLI-unsplash.jpg,3,3,5,4,4,4,2,2,0,0,4.2222223
272,people-3238357_1920.jpg,5,2,4,5,5,1,3,2,1,0,4.214286
274,nathan-dumlao-iKwCVH4cyjQ-unsplash.jpg,2,3,9,8,4,3,4,3,0,0,4.6
275,parents-2305916_1920.jpg,3,4,11,7,4,6,5,2,0,0,4.308511
276,julian-myles-Izg_qfON0ao-unsplash.jpg,4,7,4,8,9,8,3,1,3,0,4.451389
277,woman-2690362_1920.jpg,4,2,2,4,4,3,1,3,1,0,4.5
278,kareem-hayes-R1t3IQhYTqE-unsplash.jpg,1,5,10,6,6,9,5,3,0,0,4.6413045
279,maatla-seetelo-RdjeaWx3n70-unsplash.jpg,2,3,10,9,4,6,5,7,1,0,4.9125
280,woman-1140032_1920.jpg,4,1,6,5,0,4,5,0,2,0,4.4814816
281,muhammad-murtaza-ghani-65fj5U5HQek-unsplash.jpg,2,3,5,2,1,4,2,2,0,0,4.285714
282,mael-balland-uPgFSd7POhw-unsplash.jpg,2,5,3,2,1,4,1,2,1,0,4.285714
283,tabitha-turner-e5ckVRrQj_8-unsplash.jpg,1,3,5,4,6,1,4,2,0,0,4.5740743
284,lorene-farrugia-UJLAMjEjISo-unsplash.jpg,5,6,10,4,5,4,1,3,0,0,3.7743902
285,sammy-chandio-EvdFPEFqoxk-unsplash.jpg,3,3,8,10,4,3,7,2,0,0,4.4011626
286,s-jDpjN4U5mxE-unsplash.jpg,3,2,2,7,4,4,4,2,0,0,4.607143
287,posing-996232_1920.jpg,4,5,2,11,4,8,2,1,3,0,4.5753965
288,people-3358068_1920.jpg,2,9,8,6,10,3,5,3,0,0,4.2760415
289,portrait-3052641_1920.jpg,5,5,4,3,4,4,3,1,1,0,3.90625
290,nathan-dumlao-SJl7ZfClJEc-unsplash.jpg,9,4,7,6,5,3,9,3,1,0,4.2765956
291,india-4870636_1920.jpg,2,7,5,5,2,4,10,2,2,0,4.769841
292,national-cancer-institute-duNbFJRhaJQ-unsplash.jpg,3,2,0,1,2,0,2,1,1,0,4.3333335
296,pexels-godisable-jacob-2071660.jpg,2,0,0,1,3,0,0,0,1,0,4.285714
298,pexels-shotpot-6337498.jpg,1,2,0,1,1,1,2,0,0,0,4.25
302,philip-martin-5aGUyCW_PJw-unsplash.jpg,3,4,7,5,6,6,5,4,0,0,4.621951
303,manny-moreno-jeAW5LRuNts-unsplash.jpg,2,4,4,7,4,3,1,2,0,0,4.111111
304,girl-1912901_1920.jpg,3,3,3,5,5,5,2,1,0,0,4.259259
305,chris-blonk-l1U_iSgNRGY-unsplash.jpg,2,6,4,7,12,5,3,2,0,0,4.538759
306,portrait-419946_1920.jpg,4,4,2,6,8,10,2,3,4,0,4.9886365
307,african-american-1436661_1920.jpg,0,5,4,9,8,6,8,1,0,0,4.7738094
308,woman-1584341_1280.jpg,4,1,5,5,1,5,2,4,1,0,4.666667
309,portrait-2573013_1920.jpg,4,4,5,7,8,6,3,4,2,0,4.6
310,black-professional-4334648_1920.jpg,4,3,4,7,11,8,5,2,0,0,4.673913
311,levi-clancy-WE0gt7t4o2k-unsplash.jpg,3,1,3,4,7,6,3,0,0,0,4.5185184
312,woman-4130601_1920.jpg,0,3,3,7,6,3,4,0,0,0,4.576923
313,male-model-2807612_1920.jpg,2,4,9,4,8,6,7,1,0,0,4.5833335
314,girl-641673_1920.jpg,4,0,7,8,1,1,1,4,3,1,4.8
315,antreina-stone-VtZEhxeWHA8-unsplash.jpg,1,2,2,6,3,2,3,0,0,0,4.368421
316,zach-vessels-s6JfKHyLKDw-unsplash.jpg,4,0,1,4,5,2,0,3,0,0,4.4210525
317,md-duran-3pe-sQM8-28-unsplash.jpg,5,7,4,4,6,5,7,0,0,0,4.105263
